code_postal,nom,code_insee,latitude,longitude,code_departement,nom_departement,code_region,nom_region
30730,Saint-Mamert-du-Gard,30281,43.883428013,4.17283448952,30,Gard,76,Occitanie
30330,Saint-Marcel-de-Careiret,30282,44.1419755663,4.4845481491,30,Gard,76,Occitanie
30440,Saint-Martial,30283,44.0382099804,3.74399705326,30,Gard,76,Occitanie
30520,Saint-Martin-de-Valgalgues,30284,44.1658828602,4.0750003608,30,Gard,76,Occitanie
30360,Saint-Maurice-de-Cazevieille,30285,44.0353174953,4.24315062055,30,Gard,76,Occitanie
30700,Saint-Maximin,30286,43.9881019257,4.45516450439,30,Gard,76,Occitanie
30200,Saint-Michel-d'Euzet,30287,44.2062878701,4.55120347402,30,Gard,76,Occitanie
30200,Saint-Nazaire,30288,44.2000873648,4.62191805958,30,Gard,76,Occitanie
30610,Saint-Nazaire-des-Gardies,30289,43.9803874312,4.0156093485,30,Gard,76,Occitanie
30130,Saint-Paulet-de-Caisson,30290,44.2607888624,4.58682211598,30,Gard,76,Occitanie
30480,Saint-Paul-la-Coste,30291,44.1540122871,3.97020875804,30,Gard,76,Occitanie
30330,Saint-Pons-la-Calm,30292,44.0990342324,4.55422780097,30,Gard,76,Occitanie
30430,Saint-Privat-de-Champclos,30293,44.2763763526,4.35555026236,30,Gard,76,Occitanie
30340,Saint-Privat-des-Vieux,30294,44.1416859983,4.13063351815,30,Gard,76,Occitanie
30700,Saint-Quentin-la-Poterie,30295,44.057337074,4.43872425053,30,Gard,76,Occitanie
30440,Saint-Roman-de-Codières,30296,44.0123424811,3.77355392484,30,Gard,76,Occitanie
30750,Saint-Sauveur-Camprieu,30297,44.1045314812,3.47514344344,30,Gard,76,Occitanie
30750,Saint-Sauveur-Camprieu,30297,44.1045314812,3.47514344344,30,Gard,76,Occitanie
30140,Saint-Sébastien-d'Aigrefeuille,30298,44.1146870465,3.99030045103,30,Gard,76,Occitanie
30700,Saint-Siffret,30299,44.0153596124,4.46857345963,30,Gard,76,Occitanie
30260,Saint-Théodorit,30300,43.9433900871,4.08343704008,30,Gard,76,Occitanie
30700,Saint-Victor-des-Oules,30301,44.0432790146,4.4844159444,30,Gard,76,Occitanie
30290,Saint-Victor-la-Coste,30302,44.0551218504,4.64162593876,30,Gard,76,Occitanie
30500,Saint-Victor-de-Malcap,30303,44.2544238833,4.23077320622,30,Gard,76,Occitanie
30760,Salazac,30304,44.2565156091,4.53650899935,30,Gard,76,Occitanie
30340,Salindres,30305,44.1650140999,4.16135836746,30,Gard,76,Occitanie
30250,Salinelles,30306,43.8113201948,4.06673339715,30,Gard,76,Occitanie
30110,Les Salles-du-Gardon,30307,44.194603836,4.01746803987,30,Gard,76,Occitanie
30700,Sanilhac-Sagriès,30308,43.9548767362,4.4196061912,30,Gard,76,Occitanie
30260,Sardan,30309,43.8666268066,4.03456687975,30,Gard,76,Occitanie
30125,Saumane,30310,44.1191109205,3.76891045379,30,Gard,76,Occitanie
30610,Sauve,30311,43.9373635895,3.95465985604,30,Gard,76,Occitanie
30150,Sauveterre,30312,44.0168058845,4.80890320388,30,Gard,76,Occitanie
30190,Sauzet,30313,43.962257461,4.21739461052,30,Gard,76,Occitanie
30350,Savignargues,30314,43.9664958937,4.0802622327,30,Gard,76,Occitanie
30650,Saze,30315,43.9447000008,4.69826538851,30,Gard,76,Occitanie
30450,Sénéchas,30316,44.3355438753,4.00159676417,30,Gard,76,Occitanie
30210,Sernhac,30317,43.9119026242,4.56096710639,30,Gard,76,Occitanie
30340,Servas,30318,44.1561490633,4.19299074511,30,Gard,76,Occitanie
30700,Serviers-et-Labaume,30319,44.0381898089,4.3433728744,30,Gard,76,Occitanie
30580,Seynes,30320,44.1120676608,4.29388522611,30,Gard,76,Occitanie
30250,Sommières,30321,43.7756118498,4.08232743857,30,Gard,76,Occitanie
30460,Soudorgues,30322,44.0661076711,3.80654189355,30,Gard,76,Occitanie
30110,Soustelle,30323,44.1724100561,4.00032794354,30,Gard,76,Occitanie
30250,Souvignargues,30324,43.8195872223,4.13553347163,30,Gard,76,Occitanie
30440,Sumène,30325,43.9885776737,3.73217518553,30,Gard,76,Occitanie
30440,Sumène,30325,43.9885776737,3.73217518553,30,Gard,76,Occitanie
30126,Tavel,30326,44.0091067079,4.69193151611,30,Gard,76,Occitanie
30430,Tharaux,30327,44.2419428616,4.32299911725,30,Gard,76,Occitanie
30390,Théziers,30328,43.9037474433,4.6260789572,30,Gard,76,Occitanie
30140,Thoiras,30329,44.0651729545,3.92069060431,30,Gard,76,Occitanie
30140,Tornac,30330,44.0186321006,3.98505349689,30,Gard,76,Occitanie
30330,Tresques,30331,44.116981743,4.59282307489,30,Gard,76,Occitanie
30750,Trèves,30332,44.0700313449,3.39129875689,30,Gard,76,Occitanie
30620,Uchaud,30333,43.7590865488,4.26505748262,30,Gard,76,Occitanie
30700,Uzès,30334,44.0136590402,4.41600031556,30,Gard,76,Occitanie
30460,Vabres,30335,44.0265776812,3.88553119423,30,Gard,76,Occitanie
30300,Vallabrègues,30336,43.8567379511,4.63352025788,30,Gard,76,Occitanie
30700,Vallabrix,30337,44.0656231815,4.48392568742,30,Gard,76,Occitanie
30580,Vallérargues,30338,44.1268462189,4.35725202722,30,Gard,76,Occitanie
30570,Valleraugue,30339,44.0875534961,3.61946476562,30,Gard,76,Occitanie
30570,Valleraugue,30339,44.0875534961,3.61946476562,30,Gard,76,Occitanie
30570,Valleraugue,30339,44.0875534961,3.61946476562,30,Gard,76,Occitanie
30210,Valliguières,30340,44.0080792047,4.58999068542,30,Gard,76,Occitanie
30600,Vauvert,30341,43.6258468531,4.30597093294,30,Gard,76,Occitanie
30600,Vauvert,30341,43.6258468531,4.30597093294,30,Gard,76,Occitanie
30600,Vauvert,30341,43.6258468531,4.30597093294,30,Gard,76,Occitanie
30600,Vauvert,30341,43.6258468531,4.30597093294,30,Gard,76,Occitanie
30200,Vénéjan,30342,44.198514501,4.66816449365,30,Gard,76,Occitanie
30630,Verfeuil,30343,44.1658255744,4.44866506669,30,Gard,76,Occitanie
30310,Vergèze,30344,43.7375360363,4.23360990528,30,Gard,76,Occitanie
30530,La Vernarède,30345,44.2842521059,4.00752178813,30,Gard,76,Occitanie
30210,Vers-Pont-du-Gard,30346,43.9668458822,4.51945060223,30,Gard,76,Occitanie
30600,Vestric-et-Candiac,30347,43.7360708726,4.26452194567,30,Gard,76,Occitanie
30360,Vézénobres,30348,44.0510480255,4.13455182602,30,Gard,76,Occitanie
30260,Vic-le-Fesq,30349,43.8679462707,4.07716172546,30,Gard,76,Occitanie
30120,Le Vigan,30350,43.9886565575,3.62522883405,30,Gard,76,Occitanie
30400,Villeneuve-lès-Avignon,30351,43.9771673582,4.79466040665,30,Gard,76,Occitanie
30250,Villevieille,30352,43.7960985026,4.10074898591,30,Gard,76,Occitanie
30770,Vissec,30353,43.8965012071,3.45303005726,30,Gard,76,Occitanie
30350,Montagnac,30354,43.9375478225,4.1527019626,30,Gard,76,Occitanie
30330,Saint-Paul-les-Fonts,30355,44.0756512513,4.61675819093,30,Gard,76,Occitanie
30230,Rodilhan,30356,43.825503937,4.43410669109,30,Gard,76,Occitanie
31230,Agassac,31001,43.3720949705,0.885301441873,31,Haute-Garonne,76,Occitanie
31550,Aignes,31002,43.3349232679,1.58645774821,31,Haute-Garonne,76,Occitanie
31280,Aigrefeuille,31003,43.5693635882,1.58421445375,31,Haute-Garonne,76,Occitanie
31450,Ayguesvives,31004,43.4290243945,1.59439448927,31,Haute-Garonne,76,Occitanie
31420,Alan,31005,43.2200878042,0.927625726585,31,Haute-Garonne,76,Occitanie
31460,Albiac,31006,43.5558012046,1.78268278702,31,Haute-Garonne,76,Occitanie
31230,Ambax,31007,43.3680277125,0.937034657846,31,Haute-Garonne,76,Occitanie
31230,Anan,31008,43.3522518749,0.810075633308,31,Haute-Garonne,76,Occitanie
31510,Antichan-de-Frontignes,31009,42.9696953465,0.676907980365,31,Haute-Garonne,76,Occitanie
31110,Antignac,31010,42.8311657614,0.587701526157,31,Haute-Garonne,76,Occitanie
31160,Arbas,31011,42.9925595052,0.905628547412,31,Haute-Garonne,76,Occitanie
31160,Arbon,31012,43.000904094,0.731075064686,31,Haute-Garonne,76,Occitanie
31210,Ardiège,31013,43.0667699712,0.64401533309,31,Haute-Garonne,76,Occitanie
31160,Arguenos,31014,42.9592233941,0.72693971703,31,Haute-Garonne,76,Occitanie
31440,Argut-Dessous,31015,42.8924379244,0.715516624447,31,Haute-Garonne,76,Occitanie
31440,Arlos,31017,42.874241036,0.695211627437,31,Haute-Garonne,76,Occitanie
31360,Arnaud-Guilhem,31018,43.1465237831,0.899110471667,31,Haute-Garonne,76,Occitanie
31110,Artigue,31019,42.8264001411,0.63971982942,31,Haute-Garonne,76,Occitanie
31160,Aspet,31020,43.0114092218,0.805918611708,31,Haute-Garonne,76,Occitanie
31800,Aspret-Sarrat,31021,43.0698319191,0.720036788419,31,Haute-Garonne,76,Occitanie
31140,Aucamville,31022,43.6713968117,1.42370910767,31,Haute-Garonne,76,Occitanie
31420,Aulon,31023,43.190035341,0.813417936999,31,Haute-Garonne,76,Occitanie
31190,Auragne,31024,43.3912857783,1.50909342818,31,Haute-Garonne,76,Occitanie
31320,Aureville,31025,43.4804161473,1.45712269625,31,Haute-Garonne,76,Occitanie
31460,Auriac-sur-Vendinelle,31026,43.519408834,1.82440314638,31,Haute-Garonne,76,Occitanie
31190,Auribail,31027,43.3464885877,1.37524698634,31,Haute-Garonne,76,Occitanie
31420,Aurignac,31028,43.2137172821,0.871496161348,31,Haute-Garonne,76,Occitanie
31570,Aurin,31029,43.5351953574,1.68120009719,31,Haute-Garonne,76,Occitanie
31260,Ausseing,31030,43.1540611652,1.03126801796,31,Haute-Garonne,76,Occitanie
31210,Ausson,31031,43.0915876705,0.589975626665,31,Haute-Garonne,76,Occitanie
31840,Aussonne,31032,43.6836034494,1.32887054853,31,Haute-Garonne,76,Occitanie
31190,Auterive,31033,43.3595991576,1.47742796554,31,Haute-Garonne,76,Occitanie
31360,Auzas,31034,43.1744807427,0.894158891084,31,Haute-Garonne,76,Occitanie
31320,Auzeville-Tolosane,31035,43.5286122552,1.48721978973,31,Haute-Garonne,76,Occitanie
31650,Auzielle,31036,43.540140769,1.56831984014,31,Haute-Garonne,76,Occitanie
31290,Avignonet-Lauragais,31037,43.3769712959,1.77272704833,31,Haute-Garonne,76,Occitanie
31380,Azas,31038,43.7200477116,1.67437358788,31,Haute-Garonne,76,Occitanie
31420,Bachas,31039,43.2487475475,0.941734227527,31,Haute-Garonne,76,Occitanie
31440,Bachos,31040,42.8985486101,0.604716422837,31,Haute-Garonne,76,Occitanie
31510,Bagiry,31041,42.9798586112,0.624492350952,31,Haute-Garonne,76,Occitanie
31110,Bagnères-de-Luchon,31042,42.736147731,0.626640395614,31,Haute-Garonne,76,Occitanie
31110,Bagnères-de-Luchon,31042,42.736147731,0.626640395614,31,Haute-Garonne,76,Occitanie
31580,Balesta,31043,43.2022153285,0.563416823751,31,Haute-Garonne,76,Occitanie
31130,Balma,31044,43.6115258731,1.50459138348,31,Haute-Garonne,76,Occitanie
31510,Barbazan,31045,43.0349167562,0.621843270665,31,Haute-Garonne,76,Occitanie
31440,Baren,31046,42.8676983193,0.634971126368,31,Haute-Garonne,76,Occitanie
31310,Bax,31047,43.2246503124,1.28820389123,31,Haute-Garonne,76,Occitanie
31450,Baziège,31048,43.4622367436,1.62799581298,31,Haute-Garonne,76,Occitanie
31380,Bazus,31049,43.7357441741,1.51960464279,31,Haute-Garonne,76,Occitanie
31360,Beauchalot,31050,43.1144562142,0.869747129853,31,Haute-Garonne,76,Occitanie
31370,Beaufort,31051,43.4548618098,1.10650961074,31,Haute-Garonne,76,Occitanie
31870,Beaumont-sur-Lèze,31052,43.3798440302,1.35610208847,31,Haute-Garonne,76,Occitanie
31850,Beaupuy,31053,43.6525825042,1.55869879525,31,Haute-Garonne,76,Occitanie
31290,Beauteville,31054,43.349128147,1.73283349188,31,Haute-Garonne,76,Occitanie
31460,Beauville,31055,43.4675844934,1.7707274596,31,Haute-Garonne,76,Occitanie
31700,Beauzelle,31056,43.667783714,1.37408906279,31,Haute-Garonne,76,Occitanie
31450,Belberaud,31057,43.5037794316,1.56972339327,31,Haute-Garonne,76,Occitanie
31450,Belbèze-de-Lauragais,31058,43.437002886,1.55679830955,31,Haute-Garonne,76,Occitanie
31260,Belbèze-en-Comminges,31059,43.133868235,1.02965888187,31,Haute-Garonne,76,Occitanie
31540,Bélesta-en-Lauragais,31060,43.4395844562,1.83164556128,31,Haute-Garonne,76,Occitanie
31530,Bellegarde-Sainte-Marie,31061,43.6757290894,1.09962618337,31,Haute-Garonne,76,Occitanie
31480,Bellesserre,31062,43.7873665231,1.10128941207,31,Haute-Garonne,76,Occitanie
31420,Benque,31063,43.2590244874,0.917904928606,31,Haute-Garonne,76,Occitanie
31110,Benque-Dessous-et-Dessus,31064,42.8204320616,0.541783667805,31,Haute-Garonne,76,Occitanie
31370,Bérat,31065,43.377910708,1.17131231039,31,Haute-Garonne,76,Occitanie
31660,Bessières,31066,43.796995756,1.58618244226,31,Haute-Garonne,76,Occitanie
31440,Bezins-Garraux,31067,42.9389029798,0.702058330112,31,Haute-Garonne,76,Occitanie
31110,Billière,31068,42.8163998268,0.528501869101,31,Haute-Garonne,76,Occitanie
31700,Blagnac,31069,43.6421867862,1.37886941086,31,Haute-Garonne,76,Occitanie
31350,Blajan,31070,43.2538737528,0.647870154984,31,Haute-Garonne,76,Occitanie
31390,Bois-de-la-Pierre,31071,43.3411967523,1.1619650342,31,Haute-Garonne,76,Occitanie
31230,Boissède,31072,43.4071039513,0.826216857936,31,Haute-Garonne,76,Occitanie
31340,Bondigoux,31073,43.8426819067,1.5434822211,31,Haute-Garonne,76,Occitanie
31590,Bonrepos-Riquet,31074,43.6764879436,1.62258710313,31,Haute-Garonne,76,Occitanie
31470,Bonrepos-sur-Aussonnelle,31075,43.5441107951,1.13701796182,31,Haute-Garonne,76,Occitanie
31210,Bordes-de-Rivière,31076,43.1236831368,0.634949755967,31,Haute-Garonne,76,Occitanie
31340,Le Born,31077,43.8958696677,1.53902789526,31,Haute-Garonne,76,Occitanie
31580,Boudrac,31078,43.1873792108,0.517345335704,31,Haute-Garonne,76,Occitanie
31620,Bouloc,31079,43.7958003847,1.4191891401,31,Haute-Garonne,76,Occitanie
31350,Boulogne-sur-Gesse,31080,43.2904403081,0.650641474176,31,Haute-Garonne,76,Occitanie
31110,Bourg-d'Oueil,31081,42.8605605642,0.486883887759,31,Haute-Garonne,76,Occitanie
31570,Bourg-Saint-Bernard,31082,43.6062435509,1.69878224324,31,Haute-Garonne,76,Occitanie
31420,Boussan,31083,43.2416263928,0.875149673224,31,Haute-Garonne,76,Occitanie
31360,Boussens,31084,43.1763531912,0.960371645513,31,Haute-Garonne,76,Occitanie
31160,Boutx,31085,42.9153786194,0.770355750474,31,Haute-Garonne,76,Occitanie
31160,Boutx,31085,42.9153786194,0.770355750474,31,Haute-Garonne,76,Occitanie
31440,Boutx,31085,42.9153786194,0.770355750474,31,Haute-Garonne,76,Occitanie
31440,Boutx,31085,42.9153786194,0.770355750474,31,Haute-Garonne,76,Occitanie
31420,Bouzin,31086,43.1908302921,0.883064615225,31,Haute-Garonne,76,Occitanie
31470,Bragayrac,31087,43.4884997538,1.07003816483,31,Haute-Garonne,76,Occitanie
31490,Brax,31088,43.6156942044,1.23194886903,31,Haute-Garonne,76,Occitanie
31530,Bretx,31089,43.7059673494,1.19620532147,31,Haute-Garonne,76,Occitanie
31480,Brignemont,31090,43.7692039824,0.998300952278,31,Haute-Garonne,76,Occitanie
31150,Bruguières,31091,43.7271508931,1.40915818124,31,Haute-Garonne,76,Occitanie
31440,Burgalays,31092,42.8843664785,0.636511847302,31,Haute-Garonne,76,Occitanie
31330,Le Burgaud,31093,43.7897007314,1.14613239704,31,Haute-Garonne,76,Occitanie
31660,Buzet-sur-Tarn,31094,43.7685831064,1.61379658307,31,Haute-Garonne,76,Occitanie
31160,Cabanac-Cazaux,31095,43.0344383786,0.73986085522,31,Haute-Garonne,76,Occitanie
31480,Cabanac-Séguenville,31096,43.791486988,1.01984051649,31,Haute-Garonne,76,Occitanie
31460,Le Cabanial,31097,43.5220437405,1.86897842751,31,Haute-Garonne,76,Occitanie
31480,Cadours,31098,43.7262666734,1.04672330873,31,Haute-Garonne,76,Occitanie
31560,Caignac,31099,43.3198333866,1.70726784599,31,Haute-Garonne,76,Occitanie
31560,Calmont,31100,43.2841584192,1.62632523244,31,Haute-Garonne,76,Occitanie
31470,Cambernard,31101,43.4619758547,1.17879278743,31,Haute-Garonne,76,Occitanie
31460,Cambiac,31102,43.4906846108,1.7895005846,31,Haute-Garonne,76,Occitanie
31310,Canens,31103,43.2165330138,1.33272050885,31,Haute-Garonne,76,Occitanie
31410,Capens,31104,43.3349294314,1.25981787784,31,Haute-Garonne,76,Occitanie
31460,Caragoudes,31105,43.5007296473,1.71348658169,31,Haute-Garonne,76,Occitanie
31460,Caraman,31106,43.5291002668,1.75296927178,31,Haute-Garonne,76,Occitanie
31390,Carbonne,31107,43.3014494679,1.21849966052,31,Haute-Garonne,76,Occitanie
31350,Cardeilhac,31108,43.1959659797,0.676356959979,31,Haute-Garonne,76,Occitanie
31420,Cassagnabère-Tournas,31109,43.2311062604,0.799151440801,31,Haute-Garonne,76,Occitanie
31260,Cassagne,31110,43.1242700684,0.991401965489,31,Haute-Garonne,76,Occitanie
31310,Castagnac,31111,43.2357808923,1.34342211864,31,Haute-Garonne,76,Occitanie
31260,Castagnède,31112,43.051468722,0.977338440086,31,Haute-Garonne,76,Occitanie
31320,Castanet-Tolosan,31113,43.5136166687,1.50383757047,31,Haute-Garonne,76,Occitanie
31160,Castelbiague,31114,43.0356678546,0.927325532514,31,Haute-Garonne,76,Occitanie
31230,Castelgaillard,31115,43.352091246,0.901912825584,31,Haute-Garonne,76,Occitanie
31780,Castelginest,31116,43.6974132735,1.4355878363,31,Haute-Garonne,76,Occitanie
31180,Castelmaurou,31117,43.6845152261,1.53745049477,31,Haute-Garonne,76,Occitanie
31620,Castelnau-d'Estrétefonds,31118,43.7938485319,1.36164575228,31,Haute-Garonne,76,Occitanie
31430,Castelnau-Picampeau,31119,43.3086246303,1.01513029309,31,Haute-Garonne,76,Occitanie
31530,Le Castéra,31120,43.6709769042,1.14478354083,31,Haute-Garonne,76,Occitanie
31350,Castéra-Vignoles,31121,43.2764304672,0.782548294246,31,Haute-Garonne,76,Occitanie
31430,Casties-Labrande,31122,43.3277537605,0.993442219827,31,Haute-Garonne,76,Occitanie
31110,Castillon-de-Larboust,31123,42.7401974688,0.557666969635,31,Haute-Garonne,76,Occitanie
31360,Castillon-de-Saint-Martory,31124,43.1370495507,0.85105513739,31,Haute-Garonne,76,Occitanie
31110,Cathervielle,31125,42.8234692001,0.507545845496,31,Haute-Garonne,76,Occitanie
31480,Caubiac,31126,43.7125921487,1.07397427745,31,Haute-Garonne,76,Occitanie
31110,Caubous,31127,42.8472592399,0.521910394334,31,Haute-Garonne,76,Occitanie
31190,Caujac,31128,43.2953977811,1.45851847854,31,Haute-Garonne,76,Occitanie
31110,Cazarilh-Laspènes,31129,42.8031770171,0.581463334845,31,Haute-Garonne,76,Occitanie
31580,Cazaril-Tambourès,31130,43.1788077509,0.542510380737,31,Haute-Garonne,76,Occitanie
31160,Cazaunous,31131,42.9882048056,0.724729046231,31,Haute-Garonne,76,Occitanie
31440,Cazaux-Layrisse,31132,42.8715028336,0.59693837031,31,Haute-Garonne,76,Occitanie
31110,Cazeaux-de-Larboust,31133,42.7515051317,0.532234410988,31,Haute-Garonne,76,Occitanie
31420,Cazeneuve-Montaut,31134,43.181753746,0.862058674032,31,Haute-Garonne,76,Occitanie
31220,Cazères,31135,43.2203354224,1.09307402728,31,Haute-Garonne,76,Occitanie
31620,Cépet,31136,43.7456992513,1.43660975601,31,Haute-Garonne,76,Occitanie
31290,Cessales,31137,43.4578290788,1.74447351258,31,Haute-Garonne,76,Occitanie
31350,Charlas,31138,43.2348620217,0.69256790688,31,Haute-Garonne,76,Occitanie
31440,Chaum,31139,42.9406957068,0.66516191816,31,Haute-Garonne,76,Occitanie
31160,Chein-Dessus,31140,43.0047959072,0.875406568776,31,Haute-Garonne,76,Occitanie
31350,Ciadoux,31141,43.2542454661,0.742080761345,31,Haute-Garonne,76,Occitanie
31110,Cier-de-Luchon,31142,42.8554210387,0.587203790496,31,Haute-Garonne,76,Occitanie
31510,Cier-de-Rivière,31143,43.0582093702,0.626576681878,31,Haute-Garonne,76,Occitanie
31440,Cierp-Gaud,31144,42.9126857929,0.634654016295,31,Haute-Garonne,76,Occitanie
31440,Cierp-Gaud,31144,42.9126857929,0.634654016295,31,Haute-Garonne,76,Occitanie
31550,Cintegabelle,31145,43.3068275347,1.53572104777,31,Haute-Garonne,76,Occitanie
31110,Cirès,31146,42.8523193923,0.509249607327,31,Haute-Garonne,76,Occitanie
31210,Clarac,31147,43.1137180327,0.6161886319,31,Haute-Garonne,76,Occitanie
31810,Clermont-le-Fort,31148,43.4584289455,1.44262793201,31,Haute-Garonne,76,Occitanie
31770,Colomiers,31149,43.611551508,1.32700218407,31,Haute-Garonne,76,Occitanie
31700,Cornebarrieu,31150,43.6486265729,1.32242964582,31,Haute-Garonne,76,Occitanie
31450,Corronsac,31151,43.4715894844,1.48988057955,31,Haute-Garonne,76,Occitanie
31230,Coueilles,31152,43.346722057,0.878316762368,31,Haute-Garonne,76,Occitanie
31220,Couladère,31153,43.1961985642,1.09427022824,31,Haute-Garonne,76,Occitanie
31160,Couret,31155,43.0492105288,0.816891672701,31,Haute-Garonne,76,Occitanie
31480,Cox,31156,43.7604806634,1.04203619262,31,Haute-Garonne,76,Occitanie
31270,Cugnaux,31157,43.5449211242,1.34286223759,31,Haute-Garonne,76,Occitanie
31210,Cuguron,31158,43.104325893,0.51568143449,31,Haute-Garonne,76,Occitanie
31210,Le Cuing,31159,43.1471175091,0.611931912745,31,Haute-Garonne,76,Occitanie
31700,Daux,31160,43.6872531862,1.26634638544,31,Haute-Garonne,76,Occitanie
31450,Deyme,31161,43.482390026,1.53265253499,31,Haute-Garonne,76,Occitanie
31450,Donneville,31162,43.4727663351,1.55123674393,31,Haute-Garonne,76,Occitanie
31280,Drémil-Lafage,31163,43.5917450046,1.60317858456,31,Haute-Garonne,76,Occitanie
31480,Drudas,31164,43.7622728422,1.09790048233,31,Haute-Garonne,76,Occitanie
31600,Eaunes,31165,43.4276929383,1.35897762267,31,Haute-Garonne,76,Occitanie
31470,Empeaux,31166,43.5369176255,1.07909737017,31,Haute-Garonne,76,Occitanie
31160,Encausse-les-Thermes,31167,43.0532848166,0.746258275934,31,Haute-Garonne,76,Occitanie
31420,Eoux,31168,43.2774587805,0.882334397451,31,Haute-Garonne,76,Occitanie
31750,Escalquens,31169,43.5209125935,1.55243226997,31,Haute-Garonne,76,Occitanie
31350,Escanecrabe,31170,43.2716594526,0.757214642692,31,Haute-Garonne,76,Occitanie
31450,Espanès,31171,43.4509538019,1.4870137127,31,Haute-Garonne,76,Occitanie
31420,Esparron,31172,43.2611725663,0.811588466445,31,Haute-Garonne,76,Occitanie
31190,Esperce,31173,43.2993657224,1.40063786328,31,Haute-Garonne,76,Occitanie
31160,Estadens,31174,43.0338015189,0.844111123426,31,Haute-Garonne,76,Occitanie
31800,Estancarbon,31175,43.108852598,0.781108335801,31,Haute-Garonne,76,Occitanie
31440,Esténos,31176,42.9408620061,0.635528965839,31,Haute-Garonne,76,Occitanie
31440,Eup,31177,42.9263371588,0.684482235648,31,Haute-Garonne,76,Occitanie
31230,Fabas,31178,43.3119614436,0.89311883238,31,Haute-Garonne,76,Occitanie
31460,Le Faget,31179,43.5648428927,1.8260785638,31,Haute-Garonne,76,Occitanie
31540,Falga,31180,43.480563098,1.84601018765,31,Haute-Garonne,76,Occitanie
31410,Le Fauga,31181,43.3984327015,1.2940830427,31,Haute-Garonne,76,Occitanie
31150,Fenouillet,31182,43.6848098988,1.39052053451,31,Haute-Garonne,76,Occitanie
31260,Figarol,31183,43.086105599,0.905126707725,31,Haute-Garonne,76,Occitanie
31130,Flourens,31184,43.5977742595,1.55391307823,31,Haute-Garonne,76,Occitanie
31290,Folcarde,31185,43.4059778673,1.79495498171,31,Haute-Garonne,76,Occitanie
31140,Fonbeauzard,31186,43.6798211278,1.43492132755,31,Haute-Garonne,76,Occitanie
31470,Fonsorbes,31187,43.5317695743,1.23863670585,31,Haute-Garonne,76,Occitanie
31470,Fontenilles,31188,43.5554168376,1.19738282576,31,Haute-Garonne,76,Occitanie
31370,Forgues,31189,43.4311541464,1.04326431364,31,Haute-Garonne,76,Occitanie
31440,Fos,31190,42.8605439221,0.747535403685,31,Haute-Garonne,76,Occitanie
31160,Fougaron,31191,42.9816089588,0.935465370602,31,Haute-Garonne,76,Occitanie
31450,Fourquevaux,31192,43.498117622,1.62175051569,31,Haute-Garonne,76,Occitanie
31430,Le Fousseret,31193,43.2863317906,1.06495178565,31,Haute-Garonne,76,Occitanie
31460,Francarville,31194,43.5867124964,1.74796127213,31,Haute-Garonne,76,Occitanie
31260,Francazal,31195,43.008007201,0.99694808241,31,Haute-Garonne,76,Occitanie
31420,Francon,31196,43.26180406,0.988074142918,31,Haute-Garonne,76,Occitanie
31210,Franquevielle,31197,43.1310604911,0.534188956985,31,Haute-Garonne,76,Occitanie
31360,Le Fréchet,31198,43.1898575519,0.931806959516,31,Haute-Garonne,76,Occitanie
31440,Fronsac,31199,42.9540641644,0.662252596199,31,Haute-Garonne,76,Occitanie
31510,Frontignan-de-Comminges,31200,42.9631400152,0.665864279596,31,Haute-Garonne,76,Occitanie
31230,Frontignan-Savès,31201,43.3992758372,0.912650779846,31,Haute-Garonne,76,Occitanie
31620,Fronton,31202,43.8517933672,1.37926505581,31,Haute-Garonne,76,Occitanie
31270,Frouzins,31203,43.5213246491,1.31308144472,31,Haute-Garonne,76,Occitanie
31430,Fustignac,31204,43.3012693197,0.983864621699,31,Haute-Garonne,76,Occitanie
31150,Gagnac-sur-Garonne,31205,43.7075932093,1.36359468155,31,Haute-Garonne,76,Occitanie
31550,Gaillac-Toulza,31206,43.2567352836,1.45627950177,31,Haute-Garonne,76,Occitanie
31510,Galié,31207,42.9928750426,0.633738295094,31,Haute-Garonne,76,Occitanie
31160,Ganties,31208,43.0640234495,0.836948319209,31,Haute-Garonne,76,Occitanie
31480,Garac,31209,43.6892862656,1.09168485036,31,Haute-Garonne,76,Occitanie
31290,Gardouch,31210,43.3848367131,1.67826808704,31,Haute-Garonne,76,Occitanie
31620,Gargas,31211,43.7592156641,1.45920963091,31,Haute-Garonne,76,Occitanie
31380,Garidech,31212,43.7133738852,1.55161276907,31,Haute-Garonne,76,Occitanie
31110,Garin,31213,42.807334211,0.497947731737,31,Haute-Garonne,76,Occitanie
31590,Gauré,31215,43.6176900589,1.63698361771,31,Haute-Garonne,76,Occitanie
31380,Gémil,31216,43.7390147281,1.59616914343,31,Haute-Garonne,76,Occitanie
31510,Génos,31217,42.9989362033,0.668863538548,31,Haute-Garonne,76,Occitanie
31350,Gensac-de-Boulogne,31218,43.2589572773,0.603577328953,31,Haute-Garonne,76,Occitanie
31310,Gensac-sur-Garonne,31219,43.2158175137,1.14295187522,31,Haute-Garonne,76,Occitanie
31560,Gibel,31220,43.3026504146,1.67636064192,31,Haute-Garonne,76,Occitanie
31110,Gouaux-de-Larboust,31221,42.7805722795,0.477306280003,31,Haute-Garonne,76,Occitanie
31110,Gouaux-de-Luchon,31222,42.8507243735,0.641852997269,31,Haute-Garonne,76,Occitanie
31230,Goudex,31223,43.379000165,0.956722532352,31,Haute-Garonne,76,Occitanie
